X,Y,id,id_hidra,tipo_hidra,diametro_b,cota_impla,levantamen,foto_inter,foto_exter,origem_dad,proprietar,observacoe
-8.24365986975702,40.7801296738139,"221","221","2","6","338.091","1",,FOTOS\OF-SJ-WIN_20160629_13_58_53_Pro,"1","1",
-8.26477123129309,40.7677345049107,"222","222","2","6","186.749","1",FOTOS\OF-SJ-WIN_20160629_14_20_31_Pro,FOTOS\OF-SJ-WIN_20160629_14_20_42_Pro,"1","1",
-8.24176447128255,40.779246383677,"223","223","2","6","357.416","1",,FOTOS\WIN_20180808_14_07_38_Pro.jpg,"1","1",
-8.24104337558142,40.7777350251046,"224","224","2","6","364.725","1",,FOTOS\WIN_20180808_14_05_43_Pro.jpg,"1","1",
-8.21656657036095,40.609013505277,"225","225","2","6","643.99","1",,FOTOS\OF-AV-WIN_20160715_14_39_45_Pro,"1","1",
-8.21458346769585,40.6051236627446,"226","226","2","6","633.183","1",,FOTOS\OF-AV-WIN_20160715_14_05_08_Pro,"1","1",
-8.21306447907428,40.6071454665723,"227","227","2","6","657.976","1",,FOTOS\OF-AV-WIN_20160715_14_35_12_Pro,"1","1",
-8.21592501978738,40.6039432185389,"228","228","2","6","622.479","1",FOTOS\OF-AV-WIN_20160715_14_08_47_Pro,FOTOS\OF-AV-WIN_20160715_14_08_56_Pro,"1","1",
-8.21672748582954,40.6036318870573,"229","229","2","6","619.624","1",,FOTOS\OF-AV-WIN_20160715_14_14_03_Pro,"1","1",
-8.2165402506422,40.6045720089011,"230","230","2","6","625.163","1",FOTOS\OF-AV-WIN_20160715_14_30_27_Pro,FOTOS\OF-AV-WIN_20160715_14_30_11_Pro,"1","1",
-8.20601453463024,40.5998567572166,"231","231","2","6","656.941","1",,FOTOS\OF-AV-WIN_20160715_13_59_49_Pro,"1","1",
-8.21441997073222,40.6047959057016,"232","232","2","6","630.758","1",,FOTOS\OF-AV-WIN_20160715_14_05_57_Pro,"1","1",
-8.21733115287276,40.6043443224087,"233","233","2","6","623.521","1",,FOTOS\OF-AV-WIN_20160715_14_28_47_Pro,"1","1",
-8.22503057724526,40.6047048123202,"234","234","2","6","599.6","1",,FOTOS\OF-AV-WIN_20160715_14_25_32_Pro,"1","1",
-8.17326519840529,40.5936615916101,"235","235","2","6","851.266","1",,FOTOS\OF-AV-WIN_20160715_10_36_54_Pro,"1","1",
-8.18197275641831,40.5936571016213,"236","236","2","6","771.933","1",,FOTOS\OF-AV-WIN_20160715_10_31_30_Pro,"1","1",
-8.18144873916981,40.5942814234121,"237","237","2","6","774.337","1",,FOTOS\OF-AV-WIN_20160715_10_30_09_Pro,"1","1",
-8.1809970421358,40.5953296268459,"238","238","2","6","779.338","1",FOTOS\OF-AV-WIN_20160715_10_28_26_Pro,FOTOS\OF-AV-WIN_20160715_10_28_34_Pro,"1","1",
-8.18077775029659,40.5962687418966,"239","239","2","6","784.242","1",,FOTOS\OF-AV-WIN_20160715_10_26_55_Pro,"1","1",
-8.18068143089576,40.5968337900715,"240","240","2","6","787.765","1",FOTOS\OF-AV-WIN_20160715_10_25_26_Pro,FOTOS\OF-AV-WIN_20160715_10_25_34_Pro,"1","1",
-8.1802948402565,40.5977031999485,"241","241","2","6","793.779","1",FOTOS\OF-AV-WIN_20160715_10_18_32_Pro,FOTOS\OF-AV-WIN_20160715_10_17_11_Pro,"1","1",
-8.18033039210179,40.5984801596537,"242","242","2","6","792.438","1",,FOTOS\OF-AV-WIN_20160715_10_21_40_Pro,"1","1",
-8.18066523915934,40.5992252168327,"243","243","2","6","784.039","1",,FOTOS\OF-AV-WIN_20160715_10_20_40_Pro,"1","1",
-8.18273719143466,40.5930219580693,"244","244","2","6","770.487","1",,FOTOS\OF-AV-WIN_20160715_10_55_05_Pro,"1","1",
-8.18356021493776,40.5905607391917,"245","245","2","6","782.544","1",,FOTOS\OF-AV-WIN_20160715_13_29_54_Pro,"1","1",
-8.18396510671742,40.5907880349171,"246","246","2","6","784.452","1",,FOTOS\OF-AV-WIN_20160715_13_28_29_Pro,"1","1",
-8.18579223258331,40.5896650775019,"247","247","2","6","772.282","1",,FOTOS\OF-AV-WIN_20160715_13_36_15_Pro,"1","1",
-8.18650658481208,40.5894623378594,"248","248","2","6","773.078","1",,FOTOS\OF-AV-WIN_20160715_13_37_58_Pro,"1","1",
-8.1867114786503,40.5897182810209,"249","249","2","6","779.354","1",,FOTOS\OF-AV-WIN_20160715_13_40_28_Pro,"1","1",
-8.18789374254007,40.5899243974697,"250","250","2","6","784.8390000000001","1",,FOTOS\OF-AV-WIN_20160715_11_44_43_Pro,"1","1",
-8.1890227475485,40.5900141704177,"251","251","2","6","787.378","1",,FOTOS\OF-AV-WIN_20160715_11_48_14_Pro,"1","1",
-8.18983515913333,40.5903243302902,"252","252","2","6","785.552","1",,FOTOS\OF-AV-WIN_20160715_11_49_10_Pro,"1","1",
-8.18406502918614,40.5915626426806,"253","253","2","6","778.954","1",,FOTOS\OF-AV-WIN_20160715_13_48_56_Pro,"1","1",
-8.18825666709968,40.590013395028,"254","254","2","6","785.701","1",FOTOS\OF-AV-WIN_20160715_11_42_17_Pro,FOTOS\OF-AV-WIN_20160715_11_42_30_Pro,"1","1",
-8.18773965696154,40.5905771008627,"255","255","2","6","782.728","1",,FOTOS\OF-AV-WIN_20160715_11_28_59_Pro,"1","1",
-8.18721549273475,40.5903364834443,"256","256","2","6","787.581","1",,FOTOS\OF-AV-WIN_20160715_11_22_25_Pro,"1","1",
-8.18562867851914,40.5905311984782,"257","257","2","6","784.88","1",,FOTOS\OF-AV-WIN_20160715_11_16_56_Pro,"1","1",
-8.18619492857625,40.5900855926806,"258","258","2","6","785.033","1",,FOTOS\OF-AV-WIN_20160715_13_44_46_Pro,"1","1",
-8.18486017584925,40.5899703094686,"259","259","2","6","772.256","1",,FOTOS\OF-AV-WIN_20160715_13_34_45_Pro,"1","1",
-8.18384270169078,40.5901471832147,"260","260","2","6","776.228","1",,FOTOS\OF-AV-WIN_20160715_13_21_38_Pro,"1","1",
-8.1832470260423,40.589871296477,"261","261","2","6","768.587","1",FOTOS\OF-AV-WIN_20160715_13_09_47_Pro,FOTOS\OF-AV-WIN_20160715_13_10_01_Pro,"1","1",
-8.18373892326325,40.5892030433876,"262","262","2","6","761.355","1",,FOTOS\OF-AV-WIN_20160715_13_08_11_Pro,"1","1",
-8.18442358968349,40.589059332204,"263","263","2","6","758.395","1",,FOTOS\OF-AV-WIN_20160715_13_04_44_Pro,"1","1",
-8.18495715552071,40.5894007001758,"264","264","2","6","765.5309999999999","1",FOTOS\OF-AV-WIN_20160715_13_00_40_Pro,FOTOS\OF-AV-WIN_20160715_13_00_49_Pro,"1","1",
-8.18395165511721,40.5895133889066,"265","265","2","6","769.951","1",,FOTOS\OF-AV-WIN_20160715_13_16_01_Pro,"1","1",
-8.18351718238927,40.5910977515883,"266","266","2","6","777.146","1",,FOTOS\OF-AV-WIN_20160715_13_23_53_Pro,"1","1",
-8.18540261582162,40.5892566850774,"267","267","2","6","762.543","1",,FOTOS\OF-AV-WIN_20160715_12_57_47_Pro,"1","1",
-8.18596320205495,40.5889657125269,"268","268","2","6","761.162","1",,FOTOS\OF-AV-WIN_20160715_12_56_21_Pro,"1","1",
-8.18655173068902,40.5884507450081,"269","269","2","6","757.569","1",,FOTOS\OF-AV-WIN_20160715_12_55_10_Pro,"1","1",
-8.189761315057,40.5876340034999,"270","270","2","6","747.28","1",,FOTOS\OF-AV-WIN_20160715_12_00_05_Pro,"1","1",
-8.18942356337816,40.5889976040254,"271","271","2","6","772.349","1",,FOTOS\OF-AV-WIN_20160715_11_56_28_Pro,"1","1",
-8.18916428514147,40.5895724379881,"272","272","2","6","781.564","1",,FOTOS\OF-AV-WIN_20160715_11_51_28_Pro,"1","1",
-8.18973670235362,40.5897255636955,"273","273","2","6","777.197","1",FOTOS\OF-AV-WIN_20160715_11_52_30_Pro,FOTOS\OF-AV-WIN_20160715_11_52_40_Pro,"1","1",
-8.19077324035847,40.589970958011,"274","274","2","6","774.165","1",,FOTOS\OF-AV-WIN_20160715_11_54_21_Pro,"1","1",
-8.18581488533909,40.5908335918853,"275","275","2","6","786.917","1",,FOTOS\OF-AV-WIN_20160715_11_15_46_Pro,"1","1",
-8.18604860294768,40.5917469170837,"276","276","2","6","778.498","1",,FOTOS\OF-AV-WIN_20160715_11_13_47_Pro,"1","1",
-8.18513930430815,40.5914251665392,"277","277","2","6","783.199","1",,FOTOS\OF-AV-WIN_20160715_11_07_34_Pro,"1","1",
-8.18488267848925,40.5918687375911,"278","278","2","6","779.408","1",,FOTOS\OF-AV-WIN_20160715_11_05_58_Pro,"1","1",
-8.18462223203912,40.5924025876103,"279","279","2","6","777.224","1",,FOTOS\OF-AV-WIN_20160715_11_02_54_Pro,"1","1",
-8.18580854428813,40.592868075352,"280","280","2","6","772.547","1",,FOTOS\OF-AV-WIN_20160715_11_04_22_Pro,"1","1",
-8.18426102210379,40.5922954773122,"281","281","2","6","777.547","1",,FOTOS\OF-AV-WIN_20160715_11_01_31_Pro,"1","1",
-8.1839510940513,40.5925158471105,"282","282","2","6","775.229","1",,FOTOS\OF-AV-WIN_20160715_10_59_58_Pro,"1","1",
-8.18379423186496,40.592866698447,"283","283","2","6","770.141","1",,FOTOS\OF-AV-WIN_20160715_10_57_36_Pro,"1","1",
-8.18417448760269,40.5932539648037,"284","284","2","6","764.899","1",,FOTOS\OF-AV-WIN_20160715_10_58_02_Pro,"1","1",
-8.18363686997677,40.5924146576528,"285","285","2","6","771.761","1",,FOTOS\OF-AV-WIN_20160715_10_56_54_Pro,"1","1",
-8.19018185210013,40.5890729482405,"286","286","2","6","767.965","1",,FOTOS\OF-AV-WIN_20160715_11_58_17_Pro,"1","1",
-8.18318852666118,40.5905403374384,"287","287","2","6","772.253","1",,FOTOS\OF-AV-WIN_20160715_13_22_59_Pro,"1","1",
-8.21741519999705,40.602797118546,"288","288","2","6","616.682","1",,FOTOS\OF-AV-WIN_20160715_14_18_11_Pro,"1","1",
-8.18864504116133,40.5899642742826,"289","289","2","6","787.639","1",,FOTOS\OF-AV-WIN_20160715_11_46_27_Pro,"1","1",
-8.19522215224332,40.7459006956432,"290","290","2","6","168.889","1",,FOTOS\DSC00444,"1","1",
-8.19341039930372,40.7453261509641,"291","291","2","6","148.38","1",,FOTOS\DSC00442,"1","1",
-8.18700155610867,40.7437632057975,"292","292","2","6","184.143","1",,FOTOS\DSC00440,"1","1",
-8.187707179081,40.7380905598119,"293","293","2","6","269.596","1",,FOTOS\DSC00438,"1","1",
-8.17985857039667,40.7369098389667,"294","294","2","6","294.002","1",,FOTOS\WIN_20180924_13_52_15_Pro.jpg,"1","1",
-8.1831799869441,40.7357077186582,"295","295","2","6","306.778","1",,FOTOS\DSC00437,"1","1",
-8.15250829324742,40.7364851441871,"296","296","2","6","267.868","1",,FOTOS\DSC00583,"1","1",
-8.16009406195736,40.7342084082663,"297","297","2","6","287.986","1",,FOTOS\DSC00562,"1","1",
-8.15838444369488,40.7340291075812,"298","298","2","6","280.681","1",,FOTOS\DSC00582,"1","1",
-8.15815575779112,40.7312656839752,"299","299","2","6","328.326","1",,FOTOS\DSC00518,"1","1",
-8.2131774216653,40.7411301373382,"300","300","2","6","199.915","1",,FOTOS\DSC00480,"1","1",
-8.21049044889458,40.7419349941245,"301","301","2","6","149.173","1",,FOTOS\DSC00474,"1","1",
-8.20991827661432,40.7436115739901,"302","302","2","6","150.233","1",,FOTOS\DSC00468,"1","1",
-8.21053275802635,40.7433096346972,"303","303","2","6","152.328","1",,FOTOS\DSC00467,"1","1",
-8.20780835552259,40.7440695141228,"304","304","2","6","121.405","1",,FOTOS\DSC00469,"1","1",
-8.21562670613167,40.7440436668535,"305","305","2","6","143.163","1",,FOTOS\DSC00471,"1","1",
-8.20039075221807,40.7459117552426,"306","306","2","6","117.821","1",,FOTOS\DSC00449,"1","1",
-8.20106392067293,40.7447022806599,"307","307","2","6","124.18","1",,FOTOS\DSC00450,"1","1",
-8.19659671949539,40.7418853363674,"308","308","2","6","218.484","1",,FOTOS\DSC00457,"1","1",
-8.20021312388335,40.7426784846857,"309","309","2","6","172.847","1",,FOTOS\DSC00466,"1","1",
-8.19886636899518,40.7420258750386,"310","310","2","6","200.386","1",,FOTOS\DSC00465,"1","1",
-8.19833343462026,40.7424997163928,"311","311","2","6","199.896","1",,FOTOS\DSC00464,"1","1",
-8.19720162276841,40.7426429178469,"312","312","2","6","206.26","1",,FOTOS\DSC00459,"1","1",
-8.19705830307565,40.7431907540677,"313","313","2","6","202.231","1",,FOTOS\DSC00461,"1","1",
-8.19760277111632,40.7435806963456,"314","314","2","6","197.971","1",,FOTOS\DSC00462,"1","1",
-8.18054137542892,40.7354202802222,"315","315","2","6","306.227","1",,FOTOS\DSC00433,"1","1",
-8.19308372664677,40.7328849779455,"316","316","2","6","389.46","1",,FOTOS\DSC00499,"1","1",
-8.19252896316475,40.7325013710028,"317","317","2","6","386.845","1",,FOTOS\DSC00498,"1","1",
-8.19066389261029,40.7331678083563,"318","318","2","6","368.112","1",,FOTOS\DSC00500,"1","1",
-8.18969600082472,40.7329670944732,"319","319","2","6","365.67","1",,FOTOS\DSC00501,"1","1",
-8.19185787389305,40.7310254380111,"320","320","2","6","398.3","1",,FOTOS\DSC00492,"1","1",
-8.19206144863488,40.7315784429099,"321","321","2","6","391.786","1",,FOTOS\DSC00495,"1","1",
-8.17905967890019,40.7341049840449,"322","322","2","6","340.544","1",,FOTOS\DSC00430,"1","1",
-8.18036933213418,40.7333946680089,"323","323","2","6","328.431","1",,FOTOS\DSC00431,"1","1",
-8.17954876640947,40.7377482747556,"324","324","2","6","296.359","1",,FOTOS\DSC00421,"1","1",
-8.17985374666774,40.738646294903,"325","325","2","6","285.43","1",,FOTOS\DSC00435,"1","1",
-8.17839667741918,40.7349886095521,"326","326","2","6","339.425","1",,FOTOS\DSC00423,"1","1",
-8.18451437486104,40.7335935380206,"327","327","2","6","393.821","1",,FOTOS\DSC00327,"1","1",
-8.18216973464664,40.7320232436553,"328","328","2","6","387.159","1",,FOTOS\DSC00328,"1","1",
-8.17494318244323,40.7373997873821,"329","329","2","6","378.76","1",,FOTOS\DSC00382,"1","1",
-8.1755578945512,40.7382802357222,"330","330","2","6","367.601","1",,FOTOS\DSC00381,"1","1",
-8.17697462841133,40.7379634473354,"331","331","2","6","353.93","1",,FOTOS\DSC00380,"1","1",
-8.17409073646006,40.7406435272136,"332","332","2","6","351.84","1",,FOTOS\DSC00378,"1","1",
-8.1743190323189,40.7371926659685,"333","333","2","6","378.518","1",,FOTOS\DSC00383,"1","1",
-8.17257665563024,40.7384932535512,"334","334","2","6","360.674","1",,FOTOS\DSC00367,"1","1",
-8.15515084491245,40.7359595630716,"335","335","2","6","262.415","1",,FOTOS\DSC00572,"1","1",
-8.1580196008844,40.7346076014047,"336","336","2","6","284.448","1",,FOTOS\DSC00575,"1","1",
-8.15582551866632,40.7340358804575,"337","337","2","6","279.554","1",,FOTOS\DSC00574,"1","1",
-8.1572066885843,40.7363659854092,"338","338","2","6","276.759","1",,FOTOS\DSC00569,"1","1",
-8.15693833747278,40.7357118004107,"339","339","2","6","282.325","1",,FOTOS\DSC00568,"1","1",
-8.1630535415392,40.7349262555753,"340","340","2","6","308.833","1",,FOTOS\DSC00561,"1","1",
-8.1596299905387,40.7360065065136,"341","341","2","6","274.025","1",,FOTOS\DSC00566,"1","1",
-8.16267915611702,40.7340268569058,"342","342","2","6","322.147","1",,FOTOS\DSC00558,"1","1",
-8.15726154622455,40.7320815821945,"343","343","2","6","295.088","1",,FOTOS\DSC00581,"1","1",
-8.15499815553977,40.7291823146882,"344","344","2","6","324.016","1",,FOTOS\DSC00517,"1","1",
-8.15501210580157,40.7275396447976,"345","345","2","6","338.538","1",,FOTOS\DSC00515,"1","1",
-8.15690654469412,40.7278876292416,"346","346","2","6","352.368","1",,FOTOS\DSC00512,"1","1",
-8.16445997736678,40.7266495413153,"347","347","2","6","382.782","1",,FOTOS\DSC00502,"1","1",
-8.15944193253231,40.7331861725588,"348","348","2","6","294.089","1",,FOTOS\WIN_20180924_16_01_28_Pro.jpg,"1","1",
-8.16170902379242,40.7266998157137,"349","349","2","6","389.162","1",,FOTOS\DSC00504,"1","1",
-8.16169317594688,40.7287530717846,"350","350","2","6","405.595","1",,FOTOS\DSC00507,"1","1",
-8.1631430874262,40.7269955717757,"351","351","2","6","386.034","1",,FOTOS\DSC00503,"1","1",
-8.16150036740331,40.7277947702479,"352","352","2","6","395.56","1",,FOTOS\DSC00506,"1","1",
-8.16101397794873,40.7267389317243,"353","353","2","6","394.163","1",,FOTOS\DSC00505,"1","1",
-8.15825438598542,40.7305117627627,"354","354","2","6","340.024","1",,FOTOS\DSC00521,"1","1",
-8.16605952325614,40.7357072780696,"355","355","2","6","307.571","1",,FOTOS\DSC00546,"1","1",
-8.17471773429749,40.736338805121,"356","356","1","6","369.029","1",,FOTOS\DSC00388,"1","1",
-8.16643137393902,40.7356453161879,"357","357","2","6","319.05","1",,FOTOS\DSC00545,"1","1",
-8.17439102317231,40.735722998378,"358","358","2","6","368.948","1",,FOTOS\DSC00391,"1","1",
-8.16637925682904,40.7350317914508,"359","359","2","6","323.458","1",,FOTOS\DSC00544,"1","1",
-8.16735912431805,40.734318275005,"360","360","2","6","331.642","1",,FOTOS\DSC00542,"1","1",
-8.16678570672286,40.7345824480135,"361","361","2","6","327.684","1",,FOTOS\DSC00543,"1","1",
-8.16797511917247,40.7344650538448,"362","362","2","6","335.662","1",,FOTOS\DSC00541,"1","1",
-8.16502066950204,40.7353295331175,"363","363","2","6","302.406","1",,FOTOS\DSC00547,"1","1",
-8.17265206048407,40.733527182801,"364","364","2","6","362.853","1",,FOTOS\DSC00535,"1","1",
-8.16879517476712,40.734232698673,"365","365","2","6","335.861","1",,FOTOS\DSC00540,"1","1",
-8.17262843323568,40.7341104580092,"366","366","4","6","364.274","1",,FOTOS\DSC00352,"1","1",
-8.17294319428832,40.7346685833558,"367","367","2","6","359.374","1",,FOTOS\DSC00356,"1","1",
-8.17229380999985,40.7347592113448,"368","368","4","6","355.166","1",,FOTOS\DSC00359,"1","1",
-8.16403804594495,40.7318226260697,"369","369","2","6","323.002","1",,FOTOS\DSC00576,"1","1",
-8.17309530927809,40.7349565486762,"370","370","2","6","357.876","1",,FOTOS\DSC00364,"1","1",
-8.16431354849141,40.7337745115308,"371","371","2","6","331.62","1",,FOTOS\DSC00554,"1","1",
-8.16568878891872,40.7311685207267,"372","372","2","6","371.27","1",,FOTOS\DSC00527,"1","1",
-8.1653734128068,40.7317198168388,"373","373","2","6","375.762","1",,FOTOS\DSC00528,"1","1",
-8.1665786139271,40.7303784490609,"374","374","2","6","371.181","1",,FOTOS\DSC00526,"1","1",
-8.16708933039261,40.7306014152488,"375","375","2","6","370.017","1",,FOTOS\DSC00531,"1","1",
-8.16529366281539,40.732679457953,"376","376","2","6","351.119","1",,FOTOS\DSC00533,"1","1",
-8.16613440849956,40.7318180200412,"377","377","2","6","365.387","1",,FOTOS\DSC00532,"1","1",
-8.17162759579727,40.738234121337,"378","378","4","6","348.752","1",,FOTOS\DSC00376,"1","1",
-8.1711769260602,40.7369239500285,"379","379","4","6","333.97","1",,FOTOS\DSC00373,"1","1",
-8.17080522623868,40.7381845695299,"380","380","4","6","337.322","1",,FOTOS\DSC00374,"1","1",
-8.17138352784801,40.7392995095679,"381","381","4","6","349.687","1",,FOTOS\DSC00375,"1","1",
-8.17382231647837,40.7369460180639,"382","382","4","6","371.254","1",,FOTOS\DSC00385,"1","1",
-8.17811152199208,40.7363045321251,"383","383","2","6","333.252","1",,FOTOS\DSC00420,"1","1",
-8.17584324768775,40.736431697516,"384","384","1","6","358.857","1",,FOTOS\DSC00419,"1","1",
-8.16682531779679,40.7322553954081,"385","385","2","6","341.666","1",,FOTOS\DSC00552,"1","1",
-8.1691971292987,40.7323251364854,"386","386","2","6","349.453","1",,FOTOS\DSC00551,"1","1",
-8.1737686831826,40.7362536895707,"387","387","2","6","363.908","1",,FOTOS\DSC00392,"1","1",
-8.17205751333825,40.7348392007928,"388","388","4","6","354.803","1",,FOTOS\DSC00360,"1","1",
-8.17309485722519,40.7347017913528,"389","389","4","6","358.937","1",,FOTOS\DSC00355,"1","1",
-8.17266272946918,40.7351699167752,"390","390","2","6","352.509","1",,FOTOS\DSC00361,"1","1",
-8.1759094170668,40.7359250678027,"391","391","2","6","363.194","1",,FOTOS\DSC00427,"1","1",
-8.17737372307437,40.7349848011822,"392","392","2","6","351.793","1",,FOTOS\DSC00425,"1","1",
-8.17610352595484,40.7352786166671,"393","393","2","6","362.351","1",,FOTOS\DSC00412,"1","1",
-8.17774060340031,40.7347278919397,"394","394","2","6","349.459","1",,FOTOS\DSC00426,"1","1",
-8.17481467592546,40.7339725918302,"395","395","2","6","363.094","1",,FOTOS\DSC00401,"1","1",
-8.17532880723271,40.7334543929581,"396","396","2","6","367.955","1",,FOTOS\DSC00402,"1","1",
-8.17486832285473,40.7349859155726,"397","397","2","6","368.907","1",,FOTOS\DSC00395,"1","1",
-8.1755236761285,40.7341193989287,"398","398","2","6","368.79","1",,FOTOS\DSC00348,"1","1",
-8.17562056293999,40.7338768332251,"399","399","2","6","368.821","1",,FOTOS\DSC00349,"1","1",
-8.17660732634839,40.7342923950693,"400","400","4","6","369.293","1",,FOTOS\DSC00340,"1","1",
-8.17603557484961,40.7338605231603,"401","401","2","6","371.165","1",,FOTOS\DSC00346,"1","1",
-8.17646389722934,40.7327550168495,"402","402","2","6","372.001","1",,FOTOS\DSC00334,"1","1",
-8.17574961723751,40.7329498079592,"403","403","2","6","368.976","1",,FOTOS\DSC00336,"1","1",
-8.17746660920566,40.7324043581918,"404","404","2","6","375.304","1",,FOTOS\DSC00331,"1","1",
-8.17783531140009,40.7323736236085,"405","405","2","6","376.219","1",,FOTOS\DSC00330,"1","1",
-8.17906968636099,40.7320951812641,"406","406","2","6","376.664","1",,FOTOS\DSC00329,"1","1",
-8.17824691431193,40.731824524888,"407","407","2","6","382.276","1",,FOTOS\WIN_20180813_16_59_36_Pro.jpg,"1","1",
-8.17928094973312,40.7316242397201,"408","408","2","6","397.456","1",FOTOS\WIN_20180813_16_52_16_Pro.jpg,FOTOS\WIN_20180813_16_52_26_Pro.jpg,"1","1",
-8.17900589894715,40.7308805863986,"409","409","2","6","403.97","1",,FOTOS\WIN_20180813_16_49_07_Pro.jpg,"1","1",
-8.17749138204845,40.7315968653696,"410","410","2","6","397.151","1",,FOTOS\WIN_20180813_17_03_58_Pro.jpg,"1","1",
-8.17719194507316,40.7316128740401,"411","411","2","6","387.48","1",,FOTOS\WIN_20180813_17_02_41_Pro.jpg,"1","1",
-8.17672482367138,40.731969381542,"412","412","2","6","379.201","1",,FOTOS\WIN_20180924_11_51_39_Pro.jpg,"1","1",
-8.17706951249139,40.7322448045636,"413","413","2","6","377.445","1",,FOTOS\WIN_20180924_11_55_23_Pro.jpg,"1","1",
-8.1755961441814,40.7331989952735,"414","414","2","6","368.722","1",,FOTOS\DSC00345,"1","1",
-8.18261814020054,40.7272926503863,"415","415","2","6","446.497","1",,FOTOS\WIN_20180813_16_28_38_Pro.jpg,"1","1",
-8.18166021536484,40.727680382426,"416","416","2","6","438.884","1",,FOTOS\WIN_20180813_16_35_38_Pro.jpg,"1","1",
-8.18053168838482,40.7280048086764,"417","417","4","6","430.501","1",,FOTOS\WIN_20180813_16_36_38_Pro.jpg,"1","1",
-8.17951901921624,40.728357614897,"418","418","1","6","425.161","1",,FOTOS\WIN_20180813_16_37_17_Pro.jpg,"1","1",
-8.18008595180803,40.7297234625343,"419","419","4","6","421.888","1",,FOTOS\WIN_20180813_16_43_05_Pro.jpg,"1","1",
-8.17916857385689,40.7290810507904,"420","420","1","6","417.834","1",,FOTOS\WIN_20180813_16_38_05_Pro.jpg,"1","1",
-8.17901609243219,40.7294355962692,"421","421","1","6","413.59","1",,FOTOS\WIN_20180813_16_39_05_Pro.jpg,"1","1",
-8.17861035367006,40.7299935390613,"422","422","4","6","406.768","1",,FOTOS\WIN_20180813_16_41_15_Pro.jpg,"1","1",
-8.17812140424126,40.730672220321,"423","423","1","6","399.192","1",,FOTOS\WIN_20180813_16_47_26_Pro.jpg,"1","1",
-8.17742006268145,40.7313087581544,"424","424","2","6","387.827","1",,FOTOS\WIN_20180813_17_01_32_Pro.jpg,"1","1",
-8.17790977458642,40.730924837002,"425","425","2","6","395.469","1",,FOTOS\WIN_20180813_16_55_33_Pro.jpg,"1","1",
-8.17781329811576,40.7303060108451,"426","426","2","6","405.206","1",,FOTOS\DSC00203,"1","1",
-8.17731779642598,40.7309681508202,"427","427","2","6","390.604","1",,FOTOS\WIN_20180813_17_07_53_Pro.jpg,"1","1",
-8.17807906922522,40.729462383625,"428","428","2","6","407.238","1",,FOTOS\DSC00202,"1","1",
-8.17530915806801,40.7328524802714,"429","429","4","6","367.72","1",,FOTOS\DSC00252,"1","1",
-8.17509505306482,40.732465258605,"430","430","4","6","367.627","1",,FOTOS\DSC00247,"1","1",
-8.173036619303,40.7328060036044,"431","431","4","6","368.332","1",,FOTOS\DSC00256,"1","1",
-8.17486239166344,40.7320321852349,"432","432","4","6","372.116","1",,FOTOS\DSC00287,"1","1",
-8.1763716268186,40.7325278868102,"433","433","2","6","372.611","1",,FOTOS\DSC00283,"1","1",
-8.17326746033414,40.732105459872,"434","434","2","6","371.341","1",,FOTOS\DSC00244,"1","1",
-8.17392386361461,40.731798344723,"435","435","2","6","373.171","1",,FOTOS\DSC00245,"1","1",
-8.17205137189877,40.7322513902214,"436","436","2","6","364.992","1",,FOTOS\DSC00266,"1","1",
-8.17653327384701,40.7313335424425,"437","437","2","6","378.783","1",,FOTOS\WIN_20180924_11_44_38_Pro.jpg,"1","1",
-8.17701434388391,40.7306165507942,"438","438","2","6","392.422","1",,FOTOS\WIN_20180813_17_11_02_Pro.jpg,"1","1",
-8.17699705747568,40.7302344998454,"439","439","2","6","395.749","1",,FOTOS\WIN_20180813_17_11_59_Pro.jpg,"1","1",
-8.17737763045068,40.7294635949836,"440","440","2","6","402.473","1",,FOTOS\WIN_20180813_17_13_10_Pro.jpg,"1","1",
-8.17783736501692,40.7289055509572,"441","441","2","6","407.382","1",,FOTOS\WIN_20180924_10_29_58_Pro.jpg,"1","1",
-8.17774076145179,40.7281966135377,"442","442","2","6","409.069","1",,FOTOS\WIN_20180813_17_19_19_Pro.jpg,"1","1",
-8.17954106990788,40.7273982880611,"443","443","2","6","423.326","1",,FOTOS\WIN_20180813_17_25_47_Pro.jpg,"1","1",
-8.1790344863837,40.7272093137225,"444","444","2","6","416.469","1",,FOTOS\WIN_20180813_17_26_53_Pro.jpg,"1","1",
-8.17633756966153,40.7279813593517,"445","445","2","6","397.869","1",,FOTOS\WIN_20180924_11_30_13_Pro.jpg,"1","1",
-8.17712063244291,40.7272137982413,"446","446","2","6","407.198","1",,FOTOS\WIN_20180924_11_33_26_Pro.jpg,"1","1",
-8.16887045109212,40.7309551147259,"447","447","2","6","353.822","1",,FOTOS\DSC00234,"1","1",
-8.1690643439082,40.7304197703544,"448","448","2","6","360.926","1",,FOTOS\DSC00233,"1","1",
-8.16945107322525,40.7291597708621,"449","449","2","6","379.221","1",,FOTOS\DSC00236,"1","1",
-8.16989063184161,40.7287875196639,"450","450","2","6","379.124","1",,FOTOS\DSC00235,"1","1",
-8.16926059222632,40.7283228529967,"451","451","2","6","374.528","1",,FOTOS\DSC00228,"1","1",
-8.16805156748415,40.7290017991273,"452","452","2","6","373.268","1",,FOTOS\DSC00230,"1","1",
-8.1702634124522,40.7292704116185,"453","453","2","6","380.41","1",,FOTOS\DSC00319,"1","1",
